Start_Date,Station,Effort_hrs,Segment,Seg_dist_m,Survey_Type,Parent_Trail_LongName,Height_of_Individual,n_frogs,n_sal,n_liz,n_frogs_hr,n_sal_hr,n_liz_hr,n_frogs_500m,n_sal_500m,n_liz_500m
6/17/2024,TBS,4.116666667,MAPO-04,387,Night,Matapalo-Murcielago-Matapalo-Chichico-Numa-Matapalo,U,1,0,0,0.24291498,0,0,1.291989664,0,0
6/6/2025,TBS,2.9,MAPO-04,387,Night,Matapalo-Murcielago-Puentes-Matapalo-Chichico-Numa,U,1,0,0,0.344827586,0,0,1.291989664,0,0
6/26/2025,TBS,2.833333333,MAPO-04,387,Night,Matapalo-Murcielago-Puentes-Murcielago Pond-Matapalo-Chichico-Numa,U,0,0,3,0,0,1.058823529,0,0,3.875968992
7/1/2025,TBS,1.233333333,MAPO-04,387,Afternoon,Matapalo-Chichico-Numa,G,1,0,0,0.810810811,0,0,1.291989664,0,0
7/1/2025,TBS,1.233333333,MAPO-04,387,Afternoon,Matapalo-Chichico-Numa,U,1,0,0,0.810810811,0,0,1.291989664,0,0
6/17/2024,TBS,4.116666667,MAPO-03,388,Night,Matapalo-Murcielago-Matapalo-Chichico-Numa-Matapalo,G,2,0,0,0.48582996,0,0,2.577319588,0,0
6/19/2024,TBS,2.866666667,PUMA-02,388,Night,Guacamayo-Puma-Harpia-Chorongo-Guacamayo,U,0,0,3,0,0,1.046511628,0,0,3.865979381
6/22/2024,TBS,2.383333333,ANAC-01,388,Night,Anaconda-Lago,U,0,0,2,0,0,0.839160839,0,0,2.577319588
6/23/2024,TBS,2.6,MAPO-03,388,Night,Matapalo-Murcielago-Puentes-Murcielago Pond-Puentes-Murcielago-Matapalo,G,1,0,1,0.384615385,0,0.384615385,1.288659794,0,1.288659794
6/23/2024,TBS,2.6,MAPO-03,388,Night,Matapalo-Murcielago-Puentes-Murcielago Pond-Puentes-Murcielago-Matapalo,U,1,0,1,0.384615385,0,0.384615385,1.288659794,0,1.288659794
7/8/2024,TBS,2.866666667,MAPO-03,388,Night,Matapalo-Murcielago-Puentes-Murcielago Pond-Matapalo-Chichico-Numa,G,1,0,0,0.348837209,0,0,1.288659794,0,0
7/11/2024,TBS,2.816666667,PUMA-02,388,Night,Guacamayo-Puma-Harpia-Chorongo-Guacamayo,U,1,0,1,0.355029586,0,0.355029586,1.288659794,0,1.288659794
7/15/2024,TBS,3.466666667,ANAC-01,388,Night,Anaconda-Lago,G,2,0,0,0.576923077,0,0,2.577319588,0,0
7/15/2024,TBS,3.466666667,ANAC-01,388,Night,Anaconda-Lago,U,4,0,0,1.153846154,0,0,5.154639175,0,0
6/4/2025,TBS,2.333333333,ANAC-01,388,Night,Anaconda-Lago,G,1,0,0,0.428571429,0,0,1.288659794,0,0
6/4/2025,TBS,2.333333333,ANAC-01,388,Night,Anaconda-Lago,U,1,0,0,0.428571429,0,0,1.288659794,0,0
6/6/2025,TBS,2.9,MAPO-03,388,Night,Matapalo-Murcielago-Puentes-Matapalo-Chichico-Numa,G,1,0,0,0.344827586,0,0,1.288659794,0,0
6/6/2025,TBS,2.9,MAPO-03,388,Night,Matapalo-Murcielago-Puentes-Matapalo-Chichico-Numa,U,1,2,1,0.344827586,0.689655172,0.344827586,1.288659794,2.577319588,1.288659794
6/20/2025,TBS,2.733333333,PUMA-02,388,Night,Guacamayo-Puma-Harpia-Chorongo,U,2,0,1,0.731707317,0,0.365853659,2.577319588,0,1.288659794
6/26/2025,TBS,2.833333333,MAPO-03,388,Night,Matapalo-Murcielago-Puentes-Murcielago Pond-Matapalo-Chichico-Numa,G,1,0,0,0.352941176,0,0,1.288659794,0,0
6/26/2025,TBS,2.833333333,MAPO-03,388,Night,Matapalo-Murcielago-Puentes-Murcielago Pond-Matapalo-Chichico-Numa,U,1,0,1,0.352941176,0,0.352941176,1.288659794,0,1.288659794
6/28/2025,TBS,2.316666667,PUMA-02,388,Night,Guacamayo-Puma-Harpia-Chorongo,U,0,0,1,0,0,0.431654676,0,0,1.288659794
7/2/2025,TBS,2.783333333,ANAC-01,388,Night,Anaconda-Lago,G,2,0,0,0.718562874,0,0,2.577319588,0,0
7/2/2025,TBS,2.783333333,ANAC-01,388,Night,Anaconda-Lago,U,1,1,0,0.359281437,0.359281437,0,1.288659794,1.288659794,0
6/23/2024,TBS,2.6,MUPO-01,410,Night,Matapalo-Murcielago-Puentes-Murcielago Pond-Puentes-Murcielago-Matapalo,G,3,0,0,1.153846154,0,0,3.658536585,0,0
6/23/2024,TBS,2.6,MUPO-01,410,Night,Matapalo-Murcielago-Puentes-Murcielago Pond-Puentes-Murcielago-Matapalo,U,18,0,0,6.923076923,0,0,21.95121951,0,0
6/26/2025,TBS,2.833333333,MUPO-01,410,Night,Matapalo-Murcielago-Puentes-Murcielago Pond-Matapalo-Chichico-Numa,U,1,0,1,0.352941176,0,0.352941176,1.219512195,0,1.219512195
7/17/2024,TBS,3.133333333,PUPL-04,411,Night,Puma-Puma Plot,U,3,0,0,0.957446809,0,0,3.649635036,0,0
7/20/2024,TBS,3.75,PUPL-04,411,Night,Puma-Puma Plot,G,1,0,0,0.266666667,0,0,1.216545012,0,0
7/20/2024,TBS,3.75,PUPL-04,411,Night,Puma-Puma Plot,U,1,0,1,0.266666667,0,0.266666667,1.216545012,0,1.216545012
6/23/2025,TBS,2.866666667,PUPL-04,411,Night,Puma-Puma Plot,U,1,0,1,0.348837209,0,0.348837209,1.216545012,0,1.216545012
8/1/2024,YRS,2.2,NAPO-02,419,Night,Tinamou-Napo-Pantano-Botanico-Gran Ficus,U,1,0,0,0.454545455,0,0,1.193317422,0,0
7/8/2025,YRS,2.683333333,NAPO-02,419,Night,Pantano-Napo-Bariso-Timatai-Tinamou-Botanico-Gran Ficus-Botanico,U,4,0,0,1.49068323,0,0,4.77326969,0,0
7/13/2025,YRS,1.833333333,NAPO-02,419,Night,Botanico-Tinamou-Napo-Timatai-Bariso,G,1,0,0,0.545454545,0,0,1.193317422,0,0
7/13/2025,YRS,1.833333333,NAPO-02,419,Night,Botanico-Tinamou-Napo-Timatai-Bariso,U,2,0,0,1.090909091,0,0,2.386634845,0,0
7/15/2025,YRS,1.866666667,NAPO-02,419,Afternoon,Napo-Tinamou-Botanico,G,3,0,1,1.607142857,0,0.535714286,3.579952267,0,1.193317422
6/16/2025,YRS,0.966666667,CEIB-02,463,Afternoon,Ceiba-Peru-Renacuajo-Mirador,G,0,0,1,0,0,1.034482759,0,0,1.079913607
7/5/2025,YRS,3.066666667,CEIB-02,463,Night,Coca-Ceiba-Peru-Tiputini-Peru,U,3,2,2,0.97826087,0.652173913,0.652173913,3.239740821,2.159827214,2.159827214
7/8/2025,YRS,2.133333333,CEIB-02,463,Afternoon,Coca-Ceiba-Peru-Renacuajo-Peru,G,1,0,0,0.46875,0,0,1.079913607,0,0
7/16/2025,YRS,2.05,CEIB-02,463,Night,Coca-Ceiba-Peru-Renacuajo-Mirador,U,3,0,0,1.463414634,0,0,3.239740821,0,0
6/19/2024,TBS,2.866666667,TCHO-01,481,Night,Guacamayo-Puma-Harpia-Chorongo-Guacamayo,G,2,0,0,0.697674419,0,0,2.079002079,0,0
6/19/2024,TBS,2.866666667,TCHO-01,481,Night,Guacamayo-Puma-Harpia-Chorongo-Guacamayo,U,2,0,0,0.697674419,0,0,2.079002079,0,0
7/11/2024,TBS,2.816666667,TCHO-01,481,Night,Guacamayo-Puma-Harpia-Chorongo-Guacamayo,U,0,0,1,0,0,0.355029586,0,0,1.03950104
6/21/2024,TBS,1.416666667,HARP-01,483,Night,Matapalo-Harpia,G,1,0,0,0.705882353,0,0,1.035196687,0,0
6/21/2024,TBS,1.416666667,HARP-01,483,Night,Matapalo-Harpia,U,1,1,1,0.705882353,0.705882353,0.705882353,1.035196687,1.035196687,1.035196687
7/14/2024,TBS,3.233333333,HARP-01,483,Night,Harpia Plot-Harpia,G,1,0,0,0.309278351,0,0,1.035196687,0,0
7/14/2024,TBS,3.233333333,HARP-01,483,Night,Harpia Plot-Harpia,U,1,0,0,0.309278351,0,0,1.035196687,0,0
7/18/2024,TBS,2.833333333,HARP-01,483,Night,Harpia Plot-Harpia-Matapalo,U,1,0,1,0.352941176,0,0.352941176,1.035196687,0,1.035196687
6/25/2025,TBS,2.366666667,HARP-01,483,Night,Harpia Plot-Harpia,U,1,0,1,0.422535211,0,0.422535211,1.035196687,0,1.035196687
7/1/2025,TBS,2.566666667,HARP-01,483,Night,Harpia Plot-Harpia,G,2,0,0,0.779220779,0,0,2.070393375,0,0
7/3/2024,YRS,2.933333333,CEIB-01,490,Night,Ceiba-Peru,G,2,0,0,0.681818182,0,0,2.040816327,0,0
7/3/2024,YRS,2.933333333,CEIB-01,490,Night,Ceiba-Peru,U,0,0,1,0,0,0.340909091,0,0,1.020408163
7/28/2024,YRS,3.066666667,CEIB-01,490,Night,Peru-Ceiba,U,3,0,1,0.97826087,0,0.326086957,3.06122449,0,1.020408163
6/10/2025,YRS,2.433333333,CEIB-01,490,Night,Ceiba-Peru,G,1,0,0,0.410958904,0,0,1.020408163,0,0
6/10/2025,YRS,2.433333333,CEIB-01,490,Night,Ceiba-Peru,U,2,0,1,0.821917808,0,0.410958904,2.040816327,0,1.020408163
8/1/2024,YRS,2.2,TINA-02,509,Night,Tinamou-Napo-Pantano-Botanico-Gran Ficus,G,0,0,1,0,0,0.454545455,0,0,0.982318271
8/1/2024,YRS,2.2,TINA-02,509,Night,Tinamou-Napo-Pantano-Botanico-Gran Ficus,U,2,1,2,0.909090909,0.454545455,0.909090909,1.964636542,0.982318271,1.964636542
6/14/2025,YRS,2.6,TINA-02,509,Night,Botanico-Tinamou-Napo-Bariso-Timatai-Napo-Pantano-Botanico-Gran Ficus,U,1,1,0,0.384615385,0.384615385,0,0.982318271,0.982318271,0
7/8/2025,YRS,2.683333333,TINA-02,509,Night,Pantano-Napo-Bariso-Timatai-Tinamou-Botanico-Gran Ficus-Botanico,U,1,0,0,0.372670807,0,0,0.982318271,0,0
7/13/2025,YRS,1.833333333,TINA-02,509,Night,Botanico-Tinamou-Napo-Timatai-Bariso,,1,0,0,0.545454545,0,0,0.982318271,0,0
7/13/2025,YRS,1.833333333,TINA-02,509,Night,Botanico-Tinamou-Napo-Timatai-Bariso,G,3,0,0,1.636363636,0,0,2.946954813,0,0
7/13/2025,YRS,1.833333333,TINA-02,509,Night,Botanico-Tinamou-Napo-Timatai-Bariso,U,2,0,0,1.090909091,0,0,1.964636542,0,0
7/15/2025,YRS,1.866666667,TINA-02,509,Afternoon,Napo-Tinamou-Botanico,G,1,0,0,0.535714286,0,0,0.982318271,0,0
6/23/2025,TBS,2.5,HARP-04,511,Afternoon,Harpia-Mata Mata,G,3,0,0,1.2,0,0,2.935420744,0,0
6/23/2025,TBS,2.5,HARP-04,511,Afternoon,Harpia-Mata Mata,U,0,0,1,0,0,0.4,0,0,0.978473581
6/18/2025,YRS,2.15,MIRA-01,550,Night,Mirador,G,2,0,0,0.930232558,0,0,1.818181818,0,0
6/18/2025,YRS,2.15,MIRA-01,550,Night,Mirador,U,1,0,0,0.465116279,0,0,0.909090909,0,0
7/14/2025,YRS,2.366666667,MIRA-01,550,Night,Mirador,G,3,0,1,1.267605634,0,0.422535211,2.727272727,0,0.909090909
7/14/2025,YRS,2.366666667,MIRA-01,550,Night,Mirador,U,4,1,0,1.690140845,0.422535211,0,3.636363636,0.909090909,0
7/16/2025,YRS,2.05,MIRA-01,550,Night,Coca-Ceiba-Peru-Renacuajo-Mirador,G,2,0,0,0.975609756,0,0,1.818181818,0,0
7/16/2025,YRS,2.05,MIRA-01,550,Night,Coca-Ceiba-Peru-Renacuajo-Mirador,U,2,0,1,0.975609756,0,0.487804878,1.818181818,0,0.909090909
7/10/2024,TBS,2.85,DANT-01,591,Night,Guacamayo-Danta-Lago,C,1,0,0,0.350877193,0,0,0.846023689,0,0
7/10/2024,TBS,2.85,DANT-01,591,Night,Guacamayo-Danta-Lago,U,1,0,2,0.350877193,0,0.701754386,0.846023689,0,1.692047377
6/7/2025,TBS,2.45,DANT-01,591,Night,Guacamayo-Danta-Lago,G,1,0,0,0.408163265,0,0,0.846023689,0,0
6/7/2025,TBS,2.45,DANT-01,591,Night,Guacamayo-Danta-Lago,U,5,0,0,2.040816327,0,0,4.230118443,0,0
6/21/2025,TBS,1.216666667,DANT-01,591,Afternoon,Guacamayo-Danta-Lago,G,1,0,0,0.821917808,0,0,0.846023689,0,0
6/27/2025,TBS,1.9,DANT-01,591,Night,Guacamayo-Danta-Lago,U,2,1,3,1.052631579,0.526315789,1.578947368,1.692047377,0.846023689,2.538071066
6/18/2025,YRS,2.15,MIRA-02,592,Night,Mirador,C,1,0,0,0.465116279,0,0,0.844594595,0,0
6/18/2025,YRS,2.15,MIRA-02,592,Night,Mirador,G,1,0,0,0.465116279,0,0,0.844594595,0,0
6/18/2025,YRS,2.15,MIRA-02,592,Night,Mirador,U,4,0,0,1.860465116,0,0,3.378378378,0,0
7/14/2025,YRS,2.366666667,MIRA-02,592,Night,Mirador,G,1,0,1,0.422535211,0,0.422535211,0.844594595,0,0.844594595
7/14/2025,YRS,2.366666667,MIRA-02,592,Night,Mirador,U,2,3,0,0.845070423,1.267605634,0,1.689189189,2.533783784,0
6/3/2025,TBS,2.266666667,CHIO-01,609,Night,Numa-Chichico,G,3,0,0,1.323529412,0,0,2.463054187,0,0
6/3/2025,TBS,2.266666667,CHIO-01,609,Night,Numa-Chichico,U,0,0,1,0,0,0.441176471,0,0,0.821018062
6/29/2025,TBS,2.916666667,CHIO-01,609,Night,Matapalo-Numa/Matapalo Connector-Numa-Chichico-Matapalo-Numa,G,6,0,0,2.057142857,0,0,4.926108374,0,0
6/29/2024,YRS,3.25,GAWA-02,650,Night,Gawape-Chorongo-Kinkajou-Napo-Tucan-Garza,G,5,0,0,1.538461538,0,0,3.846153846,0,0
6/29/2024,YRS,3.25,GAWA-02,650,Night,Gawape-Chorongo-Kinkajou-Napo-Tucan-Garza,U,6,0,1,1.846153846,0,0.307692308,4.615384615,0,0.769230769
7/26/2024,YRS,2.866666667,GAWA-02,650,Night,Gawape-Garza-Tucan-Napo-Kinkajou-Chorongo-Tucan-Gawape,G,3,0,0,1.046511628,0,0,2.307692308,0,0
6/12/2025,YRS,2.866666667,GAWA-02,650,Night,Gawape-Chorongo-Kinkajou-Napo-Tucan-Garza,G,1,0,0,0.348837209,0,0,0.769230769,0,0
6/12/2025,YRS,2.866666667,GAWA-02,650,Night,Gawape-Chorongo-Kinkajou-Napo-Tucan-Garza,U,3,0,0,1.046511628,0,0,2.307692308,0,0
7/11/2025,YRS,2.433333333,GAWA-02,650,Night,Gawape-Chorongo-Kinkajou,U,4,0,0,1.643835616,0,0,3.076923077,0,0
7/14/2025,YRS,1.75,GAWA-02,650,Afternoon,Gawape-Chorongo,G,1,0,0,0.571428571,0,0,0.769230769,0,0
7/17/2024,TBS,3.133333333,PUPL-02,652,Night,Puma-Puma Plot,G,1,0,0,0.319148936,0,0,0.766871166,0,0
7/17/2024,TBS,3.133333333,PUPL-02,652,Night,Puma-Puma Plot,U,2,0,1,0.638297872,0,0.319148936,1.533742331,0,0.766871166
7/20/2024,TBS,3.75,PUPL-02,652,Night,Puma-Puma Plot,U,1,0,0,0.266666667,0,0,0.766871166,0,0
6/23/2025,TBS,2.866666667,PUPL-02,652,Night,Puma-Puma Plot,G,3,0,0,1.046511628,0,0,2.300613497,0,0
6/23/2025,TBS,2.866666667,PUPL-02,652,Night,Puma-Puma Plot,U,0,1,0,0,0.348837209,0,0,0.766871166,0
6/30/2025,TBS,3.05,PUPL-02,652,Night,Puma-Puma Plot,G,1,0,0,0.327868852,0,0,0.766871166,0,0
6/30/2025,TBS,3.05,PUPL-02,652,Night,Puma-Puma Plot,U,0,0,2,0,0,0.655737705,0,0,1.533742331
7/6/2024,YRS,2.983333333,FPPE-04,662,Night,Forest Plot Perimeter,U,4,0,0,1.340782123,0,0,3.021148036,0,0
6/11/2025,YRS,2.616666667,FPPE-04,662,Afternoon,Forest Plot Perimeter,G,1,0,0,0.382165605,0,0,0.755287009,0,0
6/17/2025,YRS,3.3,FPPE-04,662,Night,Forest Plot Perimeter,U,1,0,0,0.303030303,0,0,0.755287009,0,0
6/29/2024,YRS,3.25,YCHO-02,691,Night,Gawape-Chorongo-Kinkajou-Napo-Tucan-Garza,G,2,0,0,0.615384615,0,0,1.447178003,0,0
6/29/2024,YRS,3.25,YCHO-02,691,Night,Gawape-Chorongo-Kinkajou-Napo-Tucan-Garza,U,1,1,0,0.307692308,0.307692308,0,0.723589001,0.723589001,0
7/26/2024,YRS,2.866666667,YCHO-02,691,Night,Gawape-Garza-Tucan-Napo-Kinkajou-Chorongo-Tucan-Gawape,G,1,0,0,0.348837209,0,0,0.723589001,0,0
7/26/2024,YRS,2.866666667,YCHO-02,691,Night,Gawape-Garza-Tucan-Napo-Kinkajou-Chorongo-Tucan-Gawape,U,2,0,0,0.697674419,0,0,1.447178003,0,0
6/12/2025,YRS,2.866666667,YCHO-02,691,Night,Gawape-Chorongo-Kinkajou-Napo-Tucan-Garza,U,0,1,0,0,0.348837209,0,0,0.723589001,0
7/14/2025,YRS,1.75,YCHO-02,691,Afternoon,Gawape-Chorongo,G,1,0,0,0.571428571,0,0,0.723589001,0,0
6/29/2024,YRS,3.25,GAWA-03,692,Night,Gawape-Chorongo-Kinkajou-Napo-Tucan-Garza,G,4,0,0,1.230769231,0,0,2.89017341,0,0
6/29/2024,YRS,3.25,GAWA-03,692,Night,Gawape-Chorongo-Kinkajou-Napo-Tucan-Garza,U,0,0,1,0,0,0.307692308,0,0,0.722543353
7/26/2024,YRS,2.866666667,GAWA-03,692,Night,Gawape-Garza-Tucan-Napo-Kinkajou-Chorongo-Tucan-Gawape,G,1,0,0,0.348837209,0,0,0.722543353,0,0
7/26/2024,YRS,2.866666667,GAWA-03,692,Night,Gawape-Garza-Tucan-Napo-Kinkajou-Chorongo-Tucan-Gawape,U,3,0,0,1.046511628,0,0,2.167630058,0,0
6/12/2025,YRS,2.866666667,GAWA-03,692,Night,Gawape-Chorongo-Kinkajou-Napo-Tucan-Garza,G,3,0,0,1.046511628,0,0,2.167630058,0,0
6/12/2025,YRS,2.866666667,GAWA-03,692,Night,Gawape-Chorongo-Kinkajou-Napo-Tucan-Garza,U,3,0,0,1.046511628,0,0,2.167630058,0,0
7/11/2025,YRS,2.433333333,GAWA-03,692,Night,Gawape-Chorongo-Kinkajou,G,5,0,0,2.054794521,0,0,3.612716763,0,0
6/22/2024,TBS,2.383333333,LAGO-01,719,Night,Anaconda-Lago,G,1,0,0,0.41958042,0,0,0.695410292,0,0
6/22/2024,TBS,2.383333333,LAGO-01,719,Night,Anaconda-Lago,U,1,0,0,0.41958042,0,0,0.695410292,0,0
7/10/2024,TBS,2.85,LAGO-01,719,Night,Guacamayo-Danta-Lago,G,1,0,1,0.350877193,0,0.350877193,0.695410292,0,0.695410292
7/10/2024,TBS,2.85,LAGO-01,719,Night,Guacamayo-Danta-Lago,U,1,0,0,0.350877193,0,0,0.695410292,0,0
6/7/2025,TBS,2.45,LAGO-01,719,Night,Guacamayo-Danta-Lago,G,3,0,0,1.224489796,0,0,2.086230876,0,0
6/7/2025,TBS,2.45,LAGO-01,719,Night,Guacamayo-Danta-Lago,U,3,0,0,1.224489796,0,0,2.086230876,0,0
6/21/2025,TBS,1.216666667,LAGO-01,719,Afternoon,Guacamayo-Danta-Lago,G,1,0,0,0.821917808,0,0,0.695410292,0,0
6/27/2025,TBS,1.9,LAGO-01,719,Night,Guacamayo-Danta-Lago,G,1,0,0,0.526315789,0,0,0.695410292,0,0
6/27/2025,TBS,1.9,LAGO-01,719,Night,Guacamayo-Danta-Lago,U,1,0,1,0.526315789,0,0.526315789,0.695410292,0,0.695410292
7/2/2025,TBS,2.783333333,LAGO-01,719,Night,Anaconda-Lago,G,1,0,0,0.359281437,0,0,0.695410292,0,0
7/2/2025,TBS,2.783333333,LAGO-01,719,Night,Anaconda-Lago,U,3,0,4,1.077844311,0,1.437125749,2.086230876,0,2.781641168
7/3/2024,YRS,2.933333333,PERU-02,738,Night,Ceiba-Peru,C,1,0,0,0.340909091,0,0,0.677506775,0,0
7/3/2024,YRS,2.933333333,PERU-02,738,Night,Ceiba-Peru,G,5,0,0,1.704545455,0,0,3.387533875,0,0
7/3/2024,YRS,2.933333333,PERU-02,738,Night,Ceiba-Peru,U,3,1,0,1.022727273,0.340909091,0,2.032520325,0.677506775,0
7/28/2024,YRS,3.066666667,PERU-02,738,Night,Peru-Ceiba,U,2,2,1,0.652173913,0.652173913,0.326086957,1.35501355,1.35501355,0.677506775
6/10/2025,YRS,2.433333333,PERU-02,738,Night,Ceiba-Peru,U,3,0,0,1.232876712,0,0,2.032520325,0,0
7/5/2025,YRS,3.066666667,PERU-02,738,Night,Coca-Ceiba-Peru-Tiputini-Peru,G,2,0,1,0.652173913,0,0.326086957,1.35501355,0,0.677506775
7/5/2025,YRS,3.066666667,PERU-02,738,Night,Coca-Ceiba-Peru-Tiputini-Peru,U,2,1,0,0.652173913,0.326086957,0,1.35501355,0.677506775,0
7/8/2025,YRS,2.133333333,PERU-02,738,Afternoon,Coca-Ceiba-Peru-Renacuajo-Peru,G,0,0,1,0,0,0.46875,0,0,0.677506775
6/19/2024,TBS,2.866666667,HARP-05,740,Night,Guacamayo-Puma-Harpia-Chorongo-Guacamayo,G,1,0,0,0.348837209,0,0,0.675675676,0,0
7/11/2024,TBS,2.816666667,HARP-05,740,Night,Guacamayo-Puma-Harpia-Chorongo-Guacamayo,U,0,1,0,0,0.355029586,0,0,0.675675676,0
6/20/2025,TBS,2.733333333,HARP-05,740,Night,Guacamayo-Puma-Harpia-Chorongo,U,1,0,1,0.365853659,0,0.365853659,0.675675676,0,0.675675676
6/23/2025,TBS,2.5,HARP-05,740,Afternoon,Harpia-Mata Mata,G,3,0,0,1.2,0,0,2.027027027,0,0
6/23/2025,TBS,2.5,HARP-05,740,Afternoon,Harpia-Mata Mata,U,1,0,0,0.4,0,0,0.675675676,0,0
6/28/2025,TBS,2.316666667,HARP-05,740,Night,Guacamayo-Puma-Harpia-Chorongo,U,0,1,0,0,0.431654676,0,0,0.675675676,0
7/11/2024,TBS,2.816666667,PUMA-01,750,Night,Guacamayo-Puma-Harpia-Chorongo-Guacamayo,U,1,0,0,0.355029586,0,0,0.666666667,0,0
7/17/2024,TBS,3.133333333,PUMA-01,750,Night,Puma-Puma Plot,U,0,0,1,0,0,0.319148936,0,0,0.666666667
7/20/2024,TBS,3.75,PUMA-01,750,Night,Puma-Puma Plot,U,1,0,0,0.266666667,0,0,0.666666667,0,0
6/20/2025,TBS,2.733333333,PUMA-01,750,Night,Guacamayo-Puma-Harpia-Chorongo,U,2,0,2,0.731707317,0,0.731707317,1.333333333,0,1.333333333
6/23/2025,TBS,2.866666667,PUMA-01,750,Night,Puma-Puma Plot,G,1,0,0,0.348837209,0,0,0.666666667,0,0
6/28/2025,TBS,2.316666667,PUMA-01,750,Night,Guacamayo-Puma-Harpia-Chorongo,U,2,0,1,0.863309353,0,0.431654676,1.333333333,0,0.666666667
6/30/2025,TBS,3.05,PUMA-01,750,Night,Puma-Puma Plot,G,1,0,0,0.327868852,0,0,0.666666667,0,0
6/30/2025,TBS,3.05,PUMA-01,750,Night,Puma-Puma Plot,U,0,0,1,0,0,0.327868852,0,0,0.666666667
6/18/2025,YRS,2.15,MIRA-04,760,Night,Mirador,G,1,0,1,0.465116279,0,0.465116279,0.657894737,0,0.657894737
6/18/2025,YRS,2.15,MIRA-04,760,Night,Mirador,U,2,1,0,0.930232558,0.465116279,0,1.315789474,0.657894737,0
7/14/2025,YRS,2.366666667,MIRA-04,760,Night,Mirador,U,1,1,0,0.422535211,0.422535211,0,0.657894737,0.657894737,0
6/5/2024,TBS,1.616666667,TCHO-02,830,Afternoon,Chorongo-Mata Mata,G,5,0,2,3.092783505,0,1.237113402,3.012048193,0,1.204819277
7/25/2024,YRS,2.416666667,TORR-01,900,Night,Forest Plot North Edge-Forest Plot Interior-Forest Plot North Edge-Torre,U,0,0,1,0,0,0.413793103,0,0,0.555555556
7/31/2024,YRS,3.25,TORR-01,900,Night,Torre-Forest Plot North Edge-Forest Plot Interior,G,1,0,0,0.307692308,0,0,0.555555556,0,0
7/31/2024,YRS,3.25,TORR-01,900,Night,Torre-Forest Plot North Edge-Forest Plot Interior,U,5,0,2,1.538461538,0,0.615384615,2.777777778,0,1.111111111
6/15/2025,YRS,2.833333333,TORR-01,900,Night,Torre-Forest Plot Perimeter-Forest Plot Interior-Forest Plot Perimeter,U,0,1,1,0,0.352941176,0.352941176,0,0.555555556,0.555555556
7/6/2025,YRS,2.416666667,TORR-01,900,Night,Chorongo-Kinkajou-Napo-Tucan-Garza-Napo,G,3,0,1,1.24137931,0,0.413793103,1.666666667,0,0.555555556
7/6/2025,YRS,2.416666667,TORR-01,900,Night,Chorongo-Kinkajou-Napo-Tucan-Garza-Napo,U,6,1,0,2.482758621,0.413793103,0,3.333333333,0.555555556,0
7/7/2025,YRS,2.6,TORR-01,900,Night,Torre-Forest Plot Perimeter-Forest Plot Interior-Forest Plot Perimeter,U,7,7,1,2.692307692,2.692307692,0.384615385,3.888888889,3.888888889,0.555555556
6/23/2025,TBS,2.5,HARP-03,940,Afternoon,Harpia-Mata Mata,G,3,0,0,1.2,0,0,1.595744681,0,0
6/23/2025,TBS,2.5,HARP-03,940,Afternoon,Harpia-Mata Mata,U,0,0,1,0,0,0.4,0,0,0.531914894
6/3/2025,TBS,2.266666667,CHIO-02,1000,Night,Numa-Chichico,G,4,0,0,1.764705882,0,0,2,0,0
6/3/2025,TBS,2.266666667,CHIO-02,1000,Night,Numa-Chichico,U,1,0,1,0.441176471,0,0.441176471,0.5,0,0.5
6/29/2025,TBS,2.916666667,CHIO-02,1000,Night,Matapalo-Numa/Matapalo Connector-Numa-Chichico-Matapalo-Numa,U,1,1,5,0.342857143,0.342857143,1.714285714,0.5,0.5,2.5
6/5/2024,TBS,1.616666667,MATA-01,1030,Afternoon,Chorongo-Mata Mata,G,0,0,2,0,0,1.237113402,0,0,0.970873786
6/23/2025,TBS,2.5,MATA-01,1030,Afternoon,Harpia-Mata Mata,G,1,0,0,0.4,0,0,0.485436893,0,0
7/25/2024,YRS,2.416666667,FPIN-01,1053,Night,Forest Plot North Edge-Forest Plot Interior-Forest Plot North Edge-Torre,G,2,0,0,0.827586207,0,0,0.949667616,0,0
7/25/2024,YRS,2.416666667,FPIN-01,1053,Night,Forest Plot North Edge-Forest Plot Interior-Forest Plot North Edge-Torre,U,2,1,0,0.827586207,0.413793103,0,0.949667616,0.474833808,0
7/31/2024,YRS,3.25,FPIN-01,1053,Night,Torre-Forest Plot North Edge-Forest Plot Interior,G,1,0,0,0.307692308,0,0,0.474833808,0,0
7/31/2024,YRS,3.25,FPIN-01,1053,Night,Torre-Forest Plot North Edge-Forest Plot Interior,U,0,2,0,0,0.615384615,0,0,0.949667616,0
6/15/2025,YRS,2.833333333,FPIN-01,1053,Night,Torre-Forest Plot Perimeter-Forest Plot Interior-Forest Plot Perimeter,G,1,0,0,0.352941176,0,0,0.474833808,0,0
6/15/2025,YRS,2.833333333,FPIN-01,1053,Night,Torre-Forest Plot Perimeter-Forest Plot Interior-Forest Plot Perimeter,U,3,1,0,1.058823529,0.352941176,0,1.424501425,0.474833808,0
7/7/2025,YRS,2.6,FPIN-01,1053,Night,Torre-Forest Plot Perimeter-Forest Plot Interior-Forest Plot Perimeter,G,0,0,1,0,0,0.384615385,0,0,0.474833808
