"Date","Survey_Type","Survey_Start_Time","Survey_End_Time","Gross_ID","Family","Species","Genus","Habitat_Type","Common_Name","Animal_ID","Station","Segment","Parent_Trail_LongName","Height_of_Individual","Start_Date_Start_Time","End_Date","End_Date_End_Time","Effort_hrs","Start_Date","Seg_dist_m"
"2025-06-21","Night","8:43 PM","11:53 PM","Lizard","Anolidae","scypheus","Anolis","Varzea","Yellow-tongued Anole","LZ81","TBS","PARA-01","Parahuaco","U","2025-06-21 20:43:00","2025-06-21","2025-06-21 23:53:00",3.16666666666667,"2025-06-21",3522
"2025-06-21","Night","8:43 PM","11:53 PM","Lizard","Anolidae","scypheus","Anolis","Varzea","Yellow-tongued Anole","LZ82","TBS","PARA-01","Parahuaco","U","2025-06-21 20:43:00","2025-06-21","2025-06-21 23:53:00",3.16666666666667,"2025-06-21",3522
"2025-06-21","Night","8:43 PM","11:53 PM","Frog","Craugastoridae","kichwarum","Pristimantis","Varzea","Jatun Sacha Rain Frog","FG387","TBS","PARA-01","Parahuaco","U","2025-06-21 20:43:00","2025-06-21","2025-06-21 23:53:00",3.16666666666667,"2025-06-21",3522
"2025-06-21","Night","8:43 PM","11:53 PM","Frog","Bufonidae","margaritifera","Rhinella","Varzea","South American Common Toad","FG388","TBS","PARA-01","Parahuaco","G","2025-06-21 20:43:00","2025-06-21","2025-06-21 23:53:00",3.16666666666667,"2025-06-21",3522
"2025-06-21","Night","8:43 PM","11:53 PM","Frog","Bufonidae","margaritifera","Rhinella","Varzea","South American Common Toad","FG389","TBS","PARA-01","Parahuaco","G","2025-06-21 20:43:00","2025-06-21","2025-06-21 23:53:00",3.16666666666667,"2025-06-21",3522
"2025-06-21","Night","8:43 PM","11:53 PM","Frog","Bufonidae","margaritifera","Rhinella","Varzea","South American Common Toad","FG390","TBS","PARA-01","Parahuaco","G","2025-06-21 20:43:00","2025-06-21","2025-06-21 23:53:00",3.16666666666667,"2025-06-21",3522
"2025-06-21","Night","8:43 PM","11:53 PM","Frog","Hylidae","yasuni","Osteocephalus","Varzea","Yasuni Spiny-backed Treefrog","FG391","TBS","PARA-01","Parahuaco","U","2025-06-21 20:43:00","2025-06-21","2025-06-21 23:53:00",3.16666666666667,"2025-06-21",3522
"2025-06-21","Night","8:43 PM","11:53 PM","Frog","Hylidae",NA,"Osteocephalus","Varzea","Broad-headed Treefrogs","FG392","TBS","PARA-01","Parahuaco","U","2025-06-21 20:43:00","2025-06-21","2025-06-21 23:53:00",3.16666666666667,"2025-06-21",3522
"2025-06-21","Night","8:43 PM","11:53 PM","Frog","Leptodactylidae","andreae","Adenomera","Varzea","Cocha Chirping Frog","FG393","TBS","PARA-01","Parahuaco","G","2025-06-21 20:43:00","2025-06-21","2025-06-21 23:53:00",3.16666666666667,"2025-06-21",3522
"2025-06-21","Night","8:43 PM","11:53 PM","Frog","Leptodactylidae","petersi","Engystomops","Varzea","Painted Forest Toadlet","FG394","TBS","PARA-01","Parahuaco","G","2025-06-21 20:43:00","2025-06-21","2025-06-21 23:53:00",3.16666666666667,"2025-06-21",3522
"2025-06-21","Night","8:43 PM","11:53 PM","Frog","Craugastoridae","quixensis","Oreobates","Varzea","Common Big-headed Frog","FG395","TBS","PARA-01","Parahuaco","G","2025-06-21 20:43:00","2025-06-21","2025-06-21 23:53:00",3.16666666666667,"2025-06-21",3522
"2025-06-21","Night","8:43 PM","11:53 PM","Frog","Craugastoridae","quixensis","Oreobates","Varzea","Common Big-headed Frog","FG396","TBS","PARA-01","Parahuaco","G","2025-06-21 20:43:00","2025-06-21","2025-06-21 23:53:00",3.16666666666667,"2025-06-21",3522
"2025-06-21","Night","8:43 PM","11:53 PM","Lizard","Anolidae","fuscoauratus","Anolis","Varzea","Brown-eared Anole","LZ83","TBS","PARA-01","Parahuaco","U","2025-06-21 20:43:00","2025-06-21","2025-06-21 23:53:00",3.16666666666667,"2025-06-21",3522
"2025-06-23","Afternoon","2:52 PM","5:22 PM","Frog","Bufonidae","margaritifera","Rhinella","Terrafirme","South American Common Toad","FG397","TBS","HARP-05","Harpia-Mata Mata","G","2025-06-23 14:52:00","2025-06-23","2025-06-23 17:22:00",2.5,"2025-06-23",740
"2025-06-23","Afternoon","2:52 PM","5:22 PM","Frog","Bufonidae","margaritifera","Rhinella","Terrafirme","South American Common Toad","FG398","TBS","HARP-05","Harpia-Mata Mata","G","2025-06-23 14:52:00","2025-06-23","2025-06-23 17:22:00",2.5,"2025-06-23",740
"2025-06-23","Afternoon","2:52 PM","5:22 PM","Frog","Craugastoridae",NA,NA,"Terrafirme","Fleshbelly Frogs","FG399","TBS","HARP-05","Harpia-Mata Mata","G","2025-06-23 14:52:00","2025-06-23","2025-06-23 17:22:00",2.5,"2025-06-23",740
"2025-06-23","Afternoon","2:52 PM","5:22 PM","Frog","Craugastoridae","conspicillatus","Pristimantis","Terrafirme","Chirping Robber Frog","FG400","TBS","HARP-05","Harpia-Mata Mata","U","2025-06-23 14:52:00","2025-06-23","2025-06-23 17:22:00",2.5,"2025-06-23",740
"2025-06-23","Afternoon","2:52 PM","5:22 PM","Frog","Bufonidae","margaritifera","Rhinella","Varzea","South American Common Toad","FG401","TBS","HARP-04","Harpia-Mata Mata","G","2025-06-23 14:52:00","2025-06-23","2025-06-23 17:22:00",2.5,"2025-06-23",511
"2025-06-23","Afternoon","2:52 PM","5:22 PM","Frog","Aromobatidae","femoralis","Allobates","Varzea","Spotted-thighed Poison Frog","FG402","TBS","HARP-04","Harpia-Mata Mata","G","2025-06-23 14:52:00","2025-06-23","2025-06-23 17:22:00",2.5,"2025-06-23",511
"2025-06-23","Afternoon","2:52 PM","5:22 PM","Frog","Dendrobatidae","bilinguis","Ameerega","Varzea","Ecuador Poison Frog","FG403","TBS","HARP-04","Harpia-Mata Mata","G","2025-06-23 14:52:00","2025-06-23","2025-06-23 17:22:00",2.5,"2025-06-23",511
"2025-06-23","Afternoon","2:52 PM","5:22 PM","Lizard","Hoplocercidae","laticeps","Enyalioides","Varzea","Broad-headed Wood Lizard","LZ84","TBS","HARP-04","Harpia-Mata Mata","U","2025-06-23 14:52:00","2025-06-23","2025-06-23 17:22:00",2.5,"2025-06-23",511
"2025-06-23","Afternoon","2:52 PM","5:22 PM","Frog","Leptodactylidae","andreae","Adenomera","Varzea","Cocha Chirping Frog","FG404","TBS","HARP-03","Harpia-Mata Mata","G","2025-06-23 14:52:00","2025-06-23","2025-06-23 17:22:00",2.5,"2025-06-23",940
"2025-06-23","Afternoon","2:52 PM","5:22 PM","Frog","Dendrobatidae","bilinguis","Ameerega","Varzea","Ecuador Poison Frog","FG405","TBS","HARP-03","Harpia-Mata Mata","G","2025-06-23 14:52:00","2025-06-23","2025-06-23 17:22:00",2.5,"2025-06-23",940
"2025-06-23","Afternoon","2:52 PM","5:22 PM","Frog","Dendrobatidae","bilinguis","Ameerega","Terrafirme","Ecuador Poison Frog","FG406","TBS","HARP-03","Harpia-Mata Mata","G","2025-06-23 14:52:00","2025-06-23","2025-06-23 17:22:00",2.5,"2025-06-23",940
"2025-06-23","Afternoon","2:52 PM","5:22 PM","Lizard","Anolidae","scypheus","Anolis","Terrafirme","Yellow-tongued Anole","LZ85","TBS","HARP-03","Harpia-Mata Mata","U","2025-06-23 14:52:00","2025-06-23","2025-06-23 17:22:00",2.5,"2025-06-23",940
"2025-06-23","Afternoon","2:52 PM","5:22 PM","Frog","Dendrobatidae","bilinguis","Ameerega","Varzea","Ecuador Poison Frog","FG407","TBS","MATA-01","Harpia-Mata Mata","G","2025-06-23 14:52:00","2025-06-23","2025-06-23 17:22:00",2.5,"2025-06-23",1030
"2025-06-23","Night","8:12 PM","11:04 PM","Frog","Dendrobatidae","hahneli","Ameerega","Terrafirme","Pale-striped Poison Frog","FG408","TBS","PUMA-01","Puma-Puma Plot","G","2025-06-23 20:12:00","2025-06-23","2025-06-23 23:04:00",2.86666666666667,"2025-06-23",750
"2025-06-23","Night","8:12 PM","11:04 PM","Frog","Craugastoridae","quixensis","Oreobates","Terrafirme","Common Big-headed Frog","FG409","TBS","PUPL-01","Puma-Puma Plot","G","2025-06-23 20:12:00","2025-06-23","2025-06-23 23:04:00",2.86666666666667,"2025-06-23",270
"2025-06-23","Night","8:12 PM","11:04 PM","Frog","Craugastoridae","quixensis","Oreobates","Terrafirme","Common Big-headed Frog","FG410","TBS","PUPL-02","Puma-Puma Plot","G","2025-06-23 20:12:00","2025-06-23","2025-06-23 23:04:00",2.86666666666667,"2025-06-23",652
"2025-06-23","Night","8:12 PM","11:04 PM","Frog","Craugastoridae","quixensis","Oreobates","Terrafirme","Common Big-headed Frog","FG411","TBS","PUPL-02","Puma-Puma Plot","G","2025-06-23 20:12:00","2025-06-23","2025-06-23 23:04:00",2.86666666666667,"2025-06-23",652
"2025-06-23","Night","8:12 PM","11:04 PM","Salamander","Plethodontidae","altamazonica","Bolitoglossa","Terrafirme","Amazon Climbing Salamander","SL39","TBS","PUPL-02","Puma-Puma Plot","U","2025-06-23 20:12:00","2025-06-23","2025-06-23 23:04:00",2.86666666666667,"2025-06-23",652
"2025-06-23","Night","8:12 PM","11:04 PM","Frog","Craugastoridae","quixensis","Oreobates","Varzea","Common Big-headed Frog","FG412","TBS","PUPL-02","Puma-Puma Plot","G","2025-06-23 20:12:00","2025-06-23","2025-06-23 23:04:00",2.86666666666667,"2025-06-23",652
"2025-06-23","Night","8:12 PM","11:04 PM","Frog","Hylidae",NA,"Osteocephalus","Varzea","Broad-headed Treefrogs","FG413","TBS","PUPL-04","Puma-Puma Plot","U","2025-06-23 20:12:00","2025-06-23","2025-06-23 23:04:00",2.86666666666667,"2025-06-23",411
"2025-06-23","Night","8:12 PM","11:04 PM","Lizard","Sphaerodactylidae","concinnatus","Gonatodes","Terrafirme","O'Shaughnessy's Gecko","LZ86","TBS","PUPL-04","Puma-Puma Plot","U","2025-06-23 20:12:00","2025-06-23","2025-06-23 23:04:00",2.86666666666667,"2025-06-23",411
"2025-06-23","Night","8:12 PM","11:04 PM","Frog","Craugastoridae",NA,"Pristimantis","Varzea","Rain and Robber Frogs","FG414","TBS","PUPL-07","Puma-Puma Plot","G","2025-06-23 20:12:00","2025-06-23","2025-06-23 23:04:00",2.86666666666667,"2025-06-23",143
"2025-06-23","Night","8:12 PM","11:04 PM","Frog","Craugastoridae","kichwarum","Pristimantis","Varzea","Jatun Sacha Rain Frog","FG415","TBS","PUPL-08","Puma-Puma Plot","U","2025-06-23 20:12:00","2025-06-23","2025-06-23 23:04:00",2.86666666666667,"2025-06-23",139
"2025-06-25","Night","8:00 PM","10:22 PM","Frog","Hylidae","appendiculata","Boana","Varzea","Canelos Treefrog","FG416","TBS","HAPL-01","Harpia Plot-Harpia","U","2025-06-25 20:00:00","2025-06-25","2025-06-25 22:22:00",2.36666666666667,"2025-06-25",2220
"2025-06-25","Night","8:00 PM","10:22 PM","Frog","Craugastoridae",NA,"Pristimantis","Varzea","Rain and Robber Frogs","FG417","TBS","HAPL-01","Harpia Plot-Harpia","U","2025-06-25 20:00:00","2025-06-25","2025-06-25 22:22:00",2.36666666666667,"2025-06-25",2220
"2025-06-25","Night","8:00 PM","10:22 PM","Frog","Hylidae","lanciformis","Boana","Varzea","Basin Tree Frog","FG418","TBS","HAPL-01","Harpia Plot-Harpia","U","2025-06-25 20:00:00","2025-06-25","2025-06-25 22:22:00",2.36666666666667,"2025-06-25",2220
"2025-06-25","Night","8:00 PM","10:22 PM","Frog","Craugastoridae",NA,"Pristimantis","Terrafirme","Rain and Robber Frogs","FG419","TBS","HAPL-01","Harpia Plot-Harpia","U","2025-06-25 20:00:00","2025-06-25","2025-06-25 22:22:00",2.36666666666667,"2025-06-25",2220
"2025-06-25","Night","8:00 PM","10:22 PM","Frog","Dendrobatidae","bilinguis","Ameerega","Terrafirme","Ecuador Poison Frog","FG420","TBS","HAPL-01","Harpia Plot-Harpia","U","2025-06-25 20:00:00","2025-06-25","2025-06-25 22:22:00",2.36666666666667,"2025-06-25",2220
"2025-06-25","Night","8:00 PM","10:22 PM","Frog","Craugastoridae",NA,"Pristimantis","Terrafirme","Rain and Robber Frogs","FG421","TBS","HAPL-01","Harpia Plot-Harpia","U","2025-06-25 20:00:00","2025-06-25","2025-06-25 22:22:00",2.36666666666667,"2025-06-25",2220
"2025-06-25","Night","8:00 PM","10:22 PM","Frog","Hylidae","appendiculata","Boana","Varzea","Canelos Treefrog","FG422","TBS","HAPL-01","Harpia Plot-Harpia","U","2025-06-25 20:00:00","2025-06-25","2025-06-25 22:22:00",2.36666666666667,"2025-06-25",2220
"2025-06-25","Night","8:00 PM","10:22 PM","Frog","Bufonidae","margaritifera","Rhinella","Varzea","South American Common Toad","FG423","TBS","HAPL-01","Harpia Plot-Harpia","U","2025-06-25 20:00:00","2025-06-25","2025-06-25 22:22:00",2.36666666666667,"2025-06-25",2220
"2025-06-25","Night","8:00 PM","10:22 PM","Frog","Leptodactylidae",NA,"Leptodactylus","Varzea","Neotropical Grass Frogs","FG424","TBS","HAPL-01","Harpia Plot-Harpia","U","2025-06-25 20:00:00","2025-06-25","2025-06-25 22:22:00",2.36666666666667,"2025-06-25",2220
"2025-06-25","Night","8:00 PM","10:22 PM","Frog","Hylidae","appendiculata","Boana","Varzea","Canelos Treefrog","FG425","TBS","HAPL-01","Harpia Plot-Harpia","U","2025-06-25 20:00:00","2025-06-25","2025-06-25 22:22:00",2.36666666666667,"2025-06-25",2220
"2025-06-25","Night","8:00 PM","10:22 PM","Frog","Bufonidae","margaritifera","Rhinella","Terrafirme","South American Common Toad","FG426","TBS","HAPL-01","Harpia Plot-Harpia","U","2025-06-25 20:00:00","2025-06-25","2025-06-25 22:22:00",2.36666666666667,"2025-06-25",2220
"2025-06-25","Night","8:00 PM","10:22 PM","Frog","Bufonidae","margaritifera","Rhinella","Terrafirme","South American Common Toad","FG427","TBS","HARP-01","Harpia Plot-Harpia","U","2025-06-25 20:00:00","2025-06-25","2025-06-25 22:22:00",2.36666666666667,"2025-06-25",483
"2025-06-25","Night","8:00 PM","10:22 PM","Lizard","Anolidae","scypheus","Anolis","Terrafirme","Yellow-tongued Anole","LZ87","TBS","HARP-01","Harpia Plot-Harpia","U","2025-06-25 20:00:00","2025-06-25","2025-06-25 22:22:00",2.36666666666667,"2025-06-25",483
"2025-06-26","Afternoon","2:10 PM","3:49 PM","Lizard","Teiidae","pelviceps","Kentropyx","Varzea","Forest Whiptail","LZ88","TBS","GUAC-04","Guacamayo","G","2025-06-26 14:10:00","2025-06-26","2025-06-26 15:49:00",1.65,"2025-06-26",1912
"2025-06-26","Afternoon","2:10 PM","3:49 PM","Lizard","Anolidae","scypheus","Anolis","Terrafirme","Yellow-tongued Anole","LZ89","TBS","GUAC-04","Guacamayo","G","2025-06-26 14:10:00","2025-06-26","2025-06-26 15:49:00",1.65,"2025-06-26",1912
"2025-06-26","Afternoon","2:10 PM","3:49 PM","Frog","Ranidae","palmipes","Lithobates","Terrafirme","Amazon River Frog","FG428","TBS","GUAC-04","Guacamayo","G","2025-06-26 14:10:00","2025-06-26","2025-06-26 15:49:00",1.65,"2025-06-26",1912
"2025-06-26","Afternoon","2:10 PM","3:49 PM","Frog","Leptodactylidae","andreae","Adenomera","Terrafirme","Cocha Chirping Frog","FG429","TBS","GUAC-04","Guacamayo","G","2025-06-26 14:10:00","2025-06-26","2025-06-26 15:49:00",1.65,"2025-06-26",1912
"2025-06-26","Afternoon","2:10 PM","3:49 PM","Frog","Bufonidae","margaritifera","Rhinella","Varzea","South American Common Toad","FG430","TBS","GUAC-04","Guacamayo","G","2025-06-26 14:10:00","2025-06-26","2025-06-26 15:49:00",1.65,"2025-06-26",1912
"2025-06-26","Afternoon","2:10 PM","3:49 PM","Frog","Bufonidae","margaritifera","Rhinella","Varzea","South American Common Toad","FG431","TBS","GUAC-04","Guacamayo","G","2025-06-26 14:10:00","2025-06-26","2025-06-26 15:49:00",1.65,"2025-06-26",1912
"2025-06-26","Afternoon","2:10 PM","3:49 PM","Frog","Dendrobatidae","bilinguis","Ameerega","Varzea","Ecuador Poison Frog","FG432","TBS","GUAC-04","Guacamayo","G","2025-06-26 14:10:00","2025-06-26","2025-06-26 15:49:00",1.65,"2025-06-26",1912
"2025-06-26","Afternoon","2:10 PM","3:49 PM","Frog","Dendrobatidae","bilinguis","Ameerega","Varzea","Ecuador Poison Frog","FG433","TBS","GUAC-04","Guacamayo","G","2025-06-26 14:10:00","2025-06-26","2025-06-26 15:49:00",1.65,"2025-06-26",1912
"2025-06-26","Afternoon","2:10 PM","3:49 PM","Frog","Dendrobatidae","bilinguis","Ameerega","Varzea","Ecuador Poison Frog","FG434","TBS","GUAC-04","Guacamayo","G","2025-06-26 14:10:00","2025-06-26","2025-06-26 15:49:00",1.65,"2025-06-26",1912
"2025-06-26","Night","8:01 PM","10:51 PM","Lizard","Hoplocercidae","laticeps","Enyalioides","Terrafirme","Broad-headed Wood Lizard","LZ90","TBS","MAPO-01","Matapalo-Murcielago-Puentes-Murcielago Pond-Matapalo-Chichico-Numa","U","2025-06-26 20:01:00","2025-06-26","2025-06-26 22:51:00",2.83333333333333,"2025-06-26",53
"2025-06-26","Night","8:01 PM","10:51 PM","Lizard","Anolidae","fuscoauratus","Anolis","Terrafirme","Brown-eared Anole","LZ91","TBS","MAPO-03","Matapalo-Murcielago-Puentes-Murcielago Pond-Matapalo-Chichico-Numa","U","2025-06-26 20:01:00","2025-06-26","2025-06-26 22:51:00",2.83333333333333,"2025-06-26",388
"2025-06-26","Night","8:01 PM","10:51 PM","Frog","Craugastoridae","quixensis","Oreobates","Terrafirme","Common Big-headed Frog","FG434","TBS","MAPO-03","Matapalo-Murcielago-Puentes-Murcielago Pond-Matapalo-Chichico-Numa","G","2025-06-26 20:01:00","2025-06-26","2025-06-26 22:51:00",2.83333333333333,"2025-06-26",388
"2025-06-26","Night","8:01 PM","10:51 PM","Frog","Bufonidae","margaritifera","Rhinella","Terrafirme","South American Common Toad","FG435","TBS","MAPO-03","Matapalo-Murcielago-Puentes-Murcielago Pond-Matapalo-Chichico-Numa","U","2025-06-26 20:01:00","2025-06-26","2025-06-26 22:51:00",2.83333333333333,"2025-06-26",388
"2025-06-26","Night","8:01 PM","10:51 PM","Frog","Craugastoridae","quixensis","Oreobates","Terrafirme","Common Big-headed Frog","FG436","TBS","MURC-01","Matapalo-Murcielago-Puentes-Murcielago Pond-Matapalo-Chichico-Numa","G","2025-06-26 20:01:00","2025-06-26","2025-06-26 22:51:00",2.83333333333333,"2025-06-26",156
"2025-06-26","Night","8:01 PM","10:51 PM","Lizard","Anolidae","scypheus","Anolis","Terrafirme","Yellow-tongued Anole","LZ92","TBS","MURC-01","Matapalo-Murcielago-Puentes-Murcielago Pond-Matapalo-Chichico-Numa","U","2025-06-26 20:01:00","2025-06-26","2025-06-26 22:51:00",2.83333333333333,"2025-06-26",156
"2025-06-26","Night","8:01 PM","10:51 PM","Frog","Hylidae","calcarata","Boana","Varzea","Convict Treefrog","FG437","TBS","MUPO-01","Matapalo-Murcielago-Puentes-Murcielago Pond-Matapalo-Chichico-Numa","U","2025-06-26 20:01:00","2025-06-26","2025-06-26 22:51:00",2.83333333333333,"2025-06-26",410
"2025-06-26","Night","8:01 PM","10:51 PM","Lizard","Sphaerodactylidae","concinnatus","Gonatodes","Varzea","O'Shaughnessy's Gecko","LZ93","TBS","MUPO-01","Matapalo-Murcielago-Puentes-Murcielago Pond-Matapalo-Chichico-Numa","U","2025-06-26 20:01:00","2025-06-26","2025-06-26 22:51:00",2.83333333333333,"2025-06-26",410
"2025-06-26","Night","8:01 PM","10:51 PM","Lizard","Anolidae","trachyderma","Anolis","Terrafirme","Common Forest Anole","LZ94","TBS","MAPO-04","Matapalo-Murcielago-Puentes-Murcielago Pond-Matapalo-Chichico-Numa","U","2025-06-26 20:01:00","2025-06-26","2025-06-26 22:51:00",2.83333333333333,"2025-06-26",387
"2025-06-26","Night","8:01 PM","10:51 PM","Lizard","Anolidae","scypheus","Anolis","Terrafirme","Yellow-tongued Anole","LZ95","TBS","MAPO-04","Matapalo-Murcielago-Puentes-Murcielago Pond-Matapalo-Chichico-Numa","U","2025-06-26 20:01:00","2025-06-26","2025-06-26 22:51:00",2.83333333333333,"2025-06-26",387
"2025-06-26","Night","8:01 PM","10:51 PM","Lizard","Anolidae","scypheus","Anolis","Terrafirme","Yellow-tongued Anole","LZ96","TBS","MAPO-04","Matapalo-Murcielago-Puentes-Murcielago Pond-Matapalo-Chichico-Numa","U","2025-06-26 20:01:00","2025-06-26","2025-06-26 22:51:00",2.83333333333333,"2025-06-26",387
"2025-06-26","Night","8:01 PM","10:51 PM","Frog","Craugastoridae","quixensis","Oreobates","Terrafirme","Common Big-headed Frog","FG438","TBS","MAPO-05","Matapalo-Murcielago-Puentes-Murcielago Pond-Matapalo-Chichico-Numa","G","2025-06-26 20:01:00","2025-06-26","2025-06-26 22:51:00",2.83333333333333,"2025-06-26",250
"2025-06-26","Night","8:01 PM","10:51 PM","Lizard","Anolidae","punctatus","Anolis","Varzea","Amazon Green Anole","LZ97","TBS","MAPO-05","Matapalo-Murcielago-Puentes-Murcielago Pond-Matapalo-Chichico-Numa","U","2025-06-26 20:01:00","2025-06-26","2025-06-26 22:51:00",2.83333333333333,"2025-06-26",250
"2025-06-26","Night","8:01 PM","10:51 PM","Lizard","Anolidae","scypheus","Anolis","Varzea","Yellow-tongued Anole","LZ98","TBS","MAPO-05","Matapalo-Murcielago-Puentes-Murcielago Pond-Matapalo-Chichico-Numa","U","2025-06-26 20:01:00","2025-06-26","2025-06-26 22:51:00",2.83333333333333,"2025-06-26",250
"2025-06-26","Night","8:01 PM","10:51 PM","Lizard","Anolidae","fuscoauratus","Anolis","Varzea","Brown-eared Anole","LZ99","TBS","NUMA-02","Matapalo-Murcielago-Puentes-Murcielago Pond-Matapalo-Chichico-Numa","U","2025-06-26 20:01:00","2025-06-26","2025-06-26 22:51:00",2.83333333333333,"2025-06-26",268
"2025-06-26","Night","8:01 PM","10:51 PM","Lizard","Hoplocercidae","laticeps","Enyalioides","Varzea","Broad-headed Wood Lizard","LZ100","TBS","NUMA-02","Matapalo-Murcielago-Puentes-Murcielago Pond-Matapalo-Chichico-Numa","U","2025-06-26 20:01:00","2025-06-26","2025-06-26 22:51:00",2.83333333333333,"2025-06-26",268
"2025-06-26","Night","8:01 PM","10:51 PM","Frog","Craugastoridae","quixensis","Oreobates","Varzea","Common Big-headed Frog","FG439","TBS","NUMA-02","Matapalo-Murcielago-Puentes-Murcielago Pond-Matapalo-Chichico-Numa","G","2025-06-26 20:01:00","2025-06-26","2025-06-26 22:51:00",2.83333333333333,"2025-06-26",268
"2025-06-26","Night","8:01 PM","10:51 PM","Frog","Hylidae",NA,NA,"Varzea","Tree Frogs and Allies","FG440","TBS","NUMA-02","Matapalo-Murcielago-Puentes-Murcielago Pond-Matapalo-Chichico-Numa","U","2025-06-26 20:01:00","2025-06-26","2025-06-26 22:51:00",2.83333333333333,"2025-06-26",268
"2025-06-27","Night","8:10 PM","10:04 PM","Salamander","Plethodontidae","altamazonica","Bolitoglossa","Varzea","Amazon Climbing Salamander","SL40","TBS","DANT-01","Guacamayo-Danta-Lago","U","2025-06-27 20:10:00","2025-06-27","2025-06-27 22:04:00",1.9,"2025-06-27",591
"2025-06-27","Night","8:10 PM","10:04 PM","Frog","Craugastoridae",NA,"Pristimantis","Terrafirme","Rain and Robber Frogs","FG441","TBS","DANT-01","Guacamayo-Danta-Lago","U","2025-06-27 20:10:00","2025-06-27","2025-06-27 22:04:00",1.9,"2025-06-27",591
"2025-06-27","Night","8:10 PM","10:04 PM","Lizard","Hoplocercidae","laticeps","Enyalioides","Terrafirme","Broad-headed Wood Lizard","LZ101","TBS","DANT-01","Guacamayo-Danta-Lago","U","2025-06-27 20:10:00","2025-06-27","2025-06-27 22:04:00",1.9,"2025-06-27",591
"2025-06-27","Night","8:10 PM","10:04 PM","Frog","Bufonidae","margaritifera","Rhinella","Terrafirme","South American Common Toad","FG442","TBS","DANT-01","Guacamayo-Danta-Lago","U","2025-06-27 20:10:00","2025-06-27","2025-06-27 22:04:00",1.9,"2025-06-27",591
"2025-06-27","Night","8:10 PM","10:04 PM","Lizard","Anolidae","scypheus","Anolis","Varzea","Yellow-tongued Anole","LZ102","TBS","DANT-01","Guacamayo-Danta-Lago","U","2025-06-27 20:10:00","2025-06-27","2025-06-27 22:04:00",1.9,"2025-06-27",591
"2025-06-27","Night","8:10 PM","10:04 PM","Lizard","Anolidae","trachyderma","Anolis","Varzea","Common Forest Anole","LZ103","TBS","DANT-01","Guacamayo-Danta-Lago","U","2025-06-27 20:10:00","2025-06-27","2025-06-27 22:04:00",1.9,"2025-06-27",591
"2025-06-27","Night","8:10 PM","10:04 PM","Frog","Craugastoridae",NA,"Pristimantis","Varzea","Rain and Robber Frogs","FG443","TBS","LAGO-01","Guacamayo-Danta-Lago","U","2025-06-27 20:10:00","2025-06-27","2025-06-27 22:04:00",1.9,"2025-06-27",719
"2025-06-27","Night","8:10 PM","10:04 PM","Lizard","Anolidae","fuscoauratus","Anolis","Varzea","Brown-eared Anole","LZ104","TBS","LAGO-01","Guacamayo-Danta-Lago","U","2025-06-27 20:10:00","2025-06-27","2025-06-27 22:04:00",1.9,"2025-06-27",719
"2025-06-27","Night","8:10 PM","10:04 PM","Frog","Leptodactylidae",NA,"Leptodactylus","Varzea","Neotropical Grass Frogs","FG444","TBS","LAGO-01","Guacamayo-Danta-Lago","G","2025-06-27 20:10:00","2025-06-27","2025-06-27 22:04:00",1.9,"2025-06-27",719
"2025-06-28","Night","8:17 PM","10:36 PM","Frog","Bufonidae","margaritifera","Rhinella","Varzea","South American Common Toad","FG445","TBS","GUAC-03","Guacamayo-Puma-Harpia-Chorongo","U","2025-06-28 20:17:00","2025-06-28","2025-06-28 22:36:00",2.31666666666667,"2025-06-28",279
"2025-06-28","Night","8:17 PM","10:36 PM","Frog","Microhylidae","bassleri","Chiasmocleis","Varzea","Bassler's Humming Frog","FG446","TBS","GUAC-03","Guacamayo-Puma-Harpia-Chorongo","U","2025-06-28 20:17:00","2025-06-28","2025-06-28 22:36:00",2.31666666666667,"2025-06-28",279
"2025-06-28","Night","8:17 PM","10:36 PM","Frog","Craugastoridae","kichwarum","Pristimantis","Terrafirme","Jatun Sacha Rain Frog","FG447","TBS","GUAC-03","Guacamayo-Puma-Harpia-Chorongo","U","2025-06-28 20:17:00","2025-06-28","2025-06-28 22:36:00",2.31666666666667,"2025-06-28",279
"2025-06-28","Night","8:17 PM","10:36 PM","Frog","Bufonidae","margaritifera","Rhinella","Terrafirme","South American Common Toad","FG448","TBS","PUMA-01","Guacamayo-Puma-Harpia-Chorongo","U","2025-06-28 20:17:00","2025-06-28","2025-06-28 22:36:00",2.31666666666667,"2025-06-28",750
"2025-06-28","Night","8:17 PM","10:36 PM","Lizard","Sphaerodactylidae","concinnatus","Gonatodes","Terrafirme","O'Shaughnessy's Gecko","LZ105","TBS","PUMA-01","Guacamayo-Puma-Harpia-Chorongo","U","2025-06-28 20:17:00","2025-06-28","2025-06-28 22:36:00",2.31666666666667,"2025-06-28",750
"2025-06-28","Night","8:17 PM","10:36 PM","Frog","Hylidae",NA,"Boana","Terrafirme","Gladiator Treefrogs","FG449","TBS","PUMA-01","Guacamayo-Puma-Harpia-Chorongo","U","2025-06-28 20:17:00","2025-06-28","2025-06-28 22:36:00",2.31666666666667,"2025-06-28",750
"2025-06-28","Night","8:17 PM","10:36 PM","Lizard","Anolidae",NA,NA,"Terrafirme","Anoles","LZ106","TBS","PUMA-02","Guacamayo-Puma-Harpia-Chorongo","U","2025-06-28 20:17:00","2025-06-28","2025-06-28 22:36:00",2.31666666666667,"2025-06-28",388
