Start_Date,End_Date,Station,Parent_Trail_LongName,Segment,Survey_Start_Time,Survey_End_Time,Surveyors,Parent_Trail,Seg_dist_m,Snake_ID,Distance_From_Trail_m,Diet_Type,Diet_Type_3categories,Family,Genus,Species,Common_Name,Temperature_at_Time_of_Detection,Humidity_at_Time_of_Detection
6/12/2025,6/12/2025,YRS,Gawape-Chorongo-Kinkajou-Napo-Tucan-Garza,GAWA-01,8:01 PM,10:53 PM,"O,J",Gawape,272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/12/2025,6/12/2025,YRS,Gawape-Chorongo-Kinkajou-Napo-Tucan-Garza,GAWA-03,8:01 PM,10:53 PM,"O,J",Gawape,692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/12/2025,6/12/2025,YRS,Gawape-Chorongo-Kinkajou-Napo-Tucan-Garza,YCHO-02,8:01 PM,10:53 PM,"O,J",Chorongo,691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/12/2025,6/12/2025,YRS,Gawape-Chorongo-Kinkajou-Napo-Tucan-Garza,KINK-01,8:01 PM,10:53 PM,"O,J",Kinkajou,321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/12/2025,6/12/2025,YRS,Gawape-Chorongo-Kinkajou-Napo-Tucan-Garza,NAPO-05,8:01 PM,10:53 PM,"O,J",Napo,243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/12/2025,6/12/2025,YRS,Gawape-Chorongo-Kinkajou-Napo-Tucan-Garza,TUCA-01,8:01 PM,10:53 PM,"O,J",Tucan,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/12/2025,6/12/2025,YRS,Gawape-Chorongo-Kinkajou-Napo-Tucan-Garza,GARZ-01,8:01 PM,10:53 PM,"O,J",Garza,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/10/2025,6/10/2025,YRS,Ceiba-Peru,CEIB-01,8:07 PM,10:33 PM,"O,J",Ceiba,490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/10/2025,6/10/2025,YRS,Ceiba-Peru,PERU-01,8:07 PM,10:33 PM,"O,J",Peru,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/10/2025,6/10/2025,YRS,Ceiba-Peru,PERU-02,8:07 PM,10:33 PM,"O,J",Peru,738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/10/2025,6/10/2025,YRS,Ceiba-Peru,PERU-03,8:07 PM,10:33 PM,"O,J",Peru,175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/10/2025,6/10/2025,YRS,Ceiba-Peru,PERU-04,8:07 PM,10:33 PM,"O,J",Peru,259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/9/2025,6/9/2025,YRS,Chorongo-Kinkajou-Napo-Bariso-Tinamou-Botanico,NAPO-04,8:15 PM,11:03 PM,"O,J",Napo,220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/9/2025,6/9/2025,YRS,Chorongo-Kinkajou-Napo-Bariso-Tinamou-Botanico,BARI-02,8:15 PM,11:03 PM,"O,J",Bariso,183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/9/2025,6/9/2025,YRS,Chorongo-Kinkajou-Napo-Bariso-Tinamou-Botanico,TINA-01,8:15 PM,11:03 PM,"O,J",Tinamou,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/9/2025,6/9/2025,YRS,Chorongo-Kinkajou-Napo-Bariso-Tinamou-Botanico,BOTA-01,8:15 PM,11:03 PM,"O,J",Botanico,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/7/2025,6/7/2025,TBS,Guacamayo-Danta-Lago,GUAC-01,7:59 PM,10:26 PM,"O,J",Guacamayo,230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/7/2025,6/7/2025,TBS,Guacamayo-Danta-Lago,GUAC-02,7:59 PM,10:26 PM,"O,J",Guacamayo,301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/7/2025,6/7/2025,TBS,Guacamayo-Danta-Lago,LAGO-01,7:59 PM,10:26 PM,"O,J",Lago,719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/6/2025,6/6/2025,TBS,Matapalo-Murcielago-Puentes-Matapalo-Chichico-Numa,MAPO-02,8:08 PM,11:02 PM,"O,J",Matapalo,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/6/2025,6/6/2025,TBS,Matapalo-Murcielago-Puentes-Matapalo-Chichico-Numa,MAPO-03,8:08 PM,11:02 PM,"O,J",Matapalo,388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/6/2025,6/6/2025,TBS,Matapalo-Murcielago-Puentes-Matapalo-Chichico-Numa,MURC-01,8:08 PM,11:02 PM,"O,J",Murcielago,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/6/2025,6/6/2025,TBS,Matapalo-Murcielago-Puentes-Matapalo-Chichico-Numa,MURC-02,8:08 PM,11:02 PM,"O,J",Murcielago,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/6/2025,6/6/2025,TBS,Matapalo-Murcielago-Puentes-Matapalo-Chichico-Numa,PUEN-01,8:08 PM,11:02 PM,"O,J",Puentes,144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/6/2025,6/6/2025,TBS,Matapalo-Murcielago-Puentes-Matapalo-Chichico-Numa,MAPO-05,8:08 PM,11:02 PM,"O,J",Matapalo,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/6/2025,6/6/2025,TBS,Matapalo-Murcielago-Puentes-Matapalo-Chichico-Numa,MAPO-06,8:08 PM,11:02 PM,"O,J",Matapalo,359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/6/2025,6/6/2025,TBS,Matapalo-Murcielago-Puentes-Matapalo-Chichico-Numa,CHIO-03,8:08 PM,11:02 PM,"O,J",Chichico,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/6/2025,6/6/2025,TBS,Matapalo-Murcielago-Puentes-Matapalo-Chichico-Numa,NUMA-02,8:08 PM,11:02 PM,"O,J",Numa,268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/4/2025,6/4/2025,TBS,Anaconda-Lago,ANAC-01,8:12 PM,10:32 PM,"O,J,T",Anaconda,388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/3/2025,6/3/2025,TBS,Numa-Chichico,NUMA-01,8:49 PM,11:05 PM,"O,J",Numa,290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/3/2025,6/3/2025,TBS,Numa-Chichico,CHIO-03,8:49 PM,11:05 PM,"O,J",Chichico,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/3/2025,6/3/2025,TBS,Numa-Chichico,CHIO-02,8:49 PM,11:05 PM,"O,J",Chichico,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/3/2025,6/3/2025,TBS,Numa-Chichico,CHIO-01,8:49 PM,11:05 PM,"O,J",Chichico,609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/1/2024,8/1/2024,YRS,Tinamou-Napo-Pantano-Botanico-Gran Ficus,TINA-01,8:07 PM,10:19 PM,"O,T,A",Tinamou,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/1/2024,8/1/2024,YRS,Tinamou-Napo-Pantano-Botanico-Gran Ficus,NAPO-01,8:07 PM,10:19 PM,"O,T,A",Napo,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/1/2024,8/1/2024,YRS,Tinamou-Napo-Pantano-Botanico-Gran Ficus,PANT-01,8:07 PM,10:19 PM,"O,T,A",Pantano,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/1/2024,8/1/2024,YRS,Tinamou-Napo-Pantano-Botanico-Gran Ficus,BOTA-03,8:07 PM,10:19 PM,"O,T,A",Botanico,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/1/2024,8/1/2024,YRS,Tinamou-Napo-Pantano-Botanico-Gran Ficus,BOTA-02,8:07 PM,10:19 PM,"O,T,A",Botanico,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/1/2024,8/1/2024,YRS,Tinamou-Napo-Pantano-Botanico-Gran Ficus,GRFI-01,8:07 PM,10:19 PM,"O,T,A",Gran Ficus,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/31/2024,7/31/2024,YRS,Torre-Forest Plot North Edge-Forest Plot Interior,FPPE-06,8:38 PM,11:53 PM,"O,M",Forest Plot Perimeter,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/31/2024,7/31/2024,YRS,Torre-Forest Plot North Edge-Forest Plot Interior,FPPE-03,8:38 PM,11:53 PM,"O,M",Forest Plot Perimeter,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/29/2024,7/29/2024,YRS,Chorongo-Kinkajou-Napo-Bariso-Tinamou-Botanico,KINK-01,8:20 PM,10:48 PM,"O,T",Kinkajou,321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/29/2024,7/29/2024,YRS,Chorongo-Kinkajou-Napo-Bariso-Tinamou-Botanico,NAPO-04,8:20 PM,10:48 PM,"O,T",Napo,220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/29/2024,7/29/2024,YRS,Chorongo-Kinkajou-Napo-Bariso-Tinamou-Botanico,BARI-02,8:20 PM,10:48 PM,"O,T",Bariso,183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/29/2024,7/29/2024,YRS,Chorongo-Kinkajou-Napo-Bariso-Tinamou-Botanico,BARI-01,8:20 PM,10:48 PM,"O,T",Bariso,340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/29/2024,7/29/2024,YRS,Chorongo-Kinkajou-Napo-Bariso-Tinamou-Botanico,TINA-01,8:20 PM,10:48 PM,"O,T",Tinamou,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/29/2024,7/29/2024,YRS,Chorongo-Kinkajou-Napo-Bariso-Tinamou-Botanico,BOTA-01,8:20 PM,10:48 PM,"O,T",Botanico,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/28/2024,7/28/2024,YRS,Peru-Ceiba,PERU-05,8:27 PM,11:31 PM,"O,M",Peru,301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/28/2024,7/28/2024,YRS,Peru-Ceiba,PERU-04,8:27 PM,11:31 PM,"O,M",Peru,259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/28/2024,7/28/2024,YRS,Peru-Ceiba,PERU-03,8:27 PM,11:31 PM,"O,M",Peru,175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/28/2024,7/28/2024,YRS,Peru-Ceiba,PERU-02,8:27 PM,11:31 PM,"O,M",Peru,738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/28/2024,7/28/2024,YRS,Peru-Ceiba,CEIB-01,8:27 PM,11:31 PM,"O,M",Ceiba,490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/26/2024,7/26/2024,YRS,Gawape-Garza-Tucan-Napo-Kinkajou-Chorongo-Tucan-Gawape,GAWA-01,8:02 PM,10:54 PM,"O,A",Gawape,272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/26/2024,7/26/2024,YRS,Gawape-Garza-Tucan-Napo-Kinkajou-Chorongo-Tucan-Gawape,GARZ-01,8:02 PM,10:54 PM,"O,A",Garza,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/26/2024,7/26/2024,YRS,Gawape-Garza-Tucan-Napo-Kinkajou-Chorongo-Tucan-Gawape,TUCA-01,8:02 PM,10:54 PM,"O,A",Tucan,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/26/2024,7/26/2024,YRS,Gawape-Garza-Tucan-Napo-Kinkajou-Chorongo-Tucan-Gawape,NAPO-05,8:02 PM,10:54 PM,"O,A",Napo,243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/26/2024,7/26/2024,YRS,Gawape-Garza-Tucan-Napo-Kinkajou-Chorongo-Tucan-Gawape,GAWA-03,8:02 PM,10:54 PM,"O,A",Gawape,692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/26/2024,7/26/2024,YRS,Gawape-Garza-Tucan-Napo-Kinkajou-Chorongo-Tucan-Gawape,GAWA-02,8:02 PM,10:54 PM,"O,A",Gawape,650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/25/2024,7/25/2024,YRS,Forest Plot North Edge-Forest Plot Interior-Forest Plot North Edge-Torre,FPPE-01,8:19 PM,10:44 PM,"O,T",Forest Plot Perimeter,171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/25/2024,7/25/2024,YRS,Forest Plot North Edge-Forest Plot Interior-Forest Plot North Edge-Torre,FPPE-05,8:19 PM,10:44 PM,"O,T",Forest Plot Perimeter,291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/25/2024,7/25/2024,YRS,Forest Plot North Edge-Forest Plot Interior-Forest Plot North Edge-Torre,FPPE-03,8:19 PM,10:44 PM,"O,T",Forest Plot Perimeter,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/25/2024,7/25/2024,YRS,Forest Plot North Edge-Forest Plot Interior-Forest Plot North Edge-Torre,FPPE-06,8:19 PM,10:44 PM,"O,T",Forest Plot Perimeter,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/25/2024,7/25/2024,YRS,Forest Plot North Edge-Forest Plot Interior-Forest Plot North Edge-Torre,TORR-01,8:19 PM,10:44 PM,"O,T",Torre,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/23/2024,7/23/2024,YRS,Tinamou-Napo-Pantano-Botanico-Gran Ficus,TINA-01,8:09 PM,10:45 PM,"O,T",Tinamou,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/23/2024,7/23/2024,YRS,Tinamou-Napo-Pantano-Botanico-Gran Ficus,TINA-02,8:09 PM,10:45 PM,"O,T",Tinamou,509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/23/2024,7/23/2024,YRS,Tinamou-Napo-Pantano-Botanico-Gran Ficus,NAPO-01,8:09 PM,10:45 PM,"O,T",Napo,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/23/2024,7/23/2024,YRS,Tinamou-Napo-Pantano-Botanico-Gran Ficus,PANT-01,8:09 PM,10:45 PM,"O,T",Pantano,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/23/2024,7/23/2024,YRS,Tinamou-Napo-Pantano-Botanico-Gran Ficus,GRFI-01,8:09 PM,10:45 PM,"O,T",Gran Ficus,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/20/2024,7/20/2024,TBS,Puma-Puma Plot,PUMA-01,8:06 PM,11:51 PM,"O,T",Puma,750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/20/2024,7/20/2024,TBS,Puma-Puma Plot,PUPL-01,8:06 PM,11:51 PM,"O,T",Puma Plot,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/20/2024,7/20/2024,TBS,Puma-Puma Plot,PUPL-10,8:06 PM,11:51 PM,"O,T",Puma Plot,248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/20/2024,7/20/2024,TBS,Puma-Puma Plot,PUPL-02,8:06 PM,11:51 PM,"O,T",Puma Plot,652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/20/2024,7/20/2024,TBS,Puma-Puma Plot,PUPL-03,8:06 PM,11:51 PM,"O,T",Puma Plot,210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/20/2024,7/20/2024,TBS,Puma-Puma Plot,PUPL-04,8:06 PM,11:51 PM,"O,T",Puma Plot,411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/20/2024,7/20/2024,TBS,Puma-Puma Plot,PUPL-06,8:06 PM,11:51 PM,"O,T",Puma Plot,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/20/2024,7/20/2024,TBS,Puma-Puma Plot,PUPL-12,8:06 PM,11:51 PM,"O,T",Puma Plot,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/20/2024,7/20/2024,TBS,Puma-Puma Plot,PUPL-11,8:06 PM,11:51 PM,"O,T",Puma Plot,324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/18/2024,7/18/2024,TBS,Harpia Plot-Harpia-Matapalo,MAPO-02,8:00 PM,10:50 PM,"O,Brian",Matapalo,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/18/2024,7/18/2024,TBS,Harpia Plot-Harpia-Matapalo,MAPO-01,8:00 PM,10:50 PM,"O,Brian",Matapalo,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/17/2024,7/17/2024,TBS,Puma-Puma Plot,PUPL-07,8:14 PM,11:22 PM,"O,T",Puma Plot,143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/17/2024,7/17/2024,TBS,Puma-Puma Plot,PUPL-05,8:14 PM,11:22 PM,"O,T",Puma Plot,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/17/2024,7/17/2024,TBS,Puma-Puma Plot,PUPL-06,8:14 PM,11:22 PM,"O,T",Puma Plot,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/17/2024,7/17/2024,TBS,Puma-Puma Plot,PUPL-09,8:14 PM,11:22 PM,"O,T",Puma Plot,163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/15/2024,7/15/2024,TBS,Anaconda-Lago,ANAC-01,8:14 PM,11:42 PM,"O,M",Anaconda,388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/11/2024,7/11/2024,TBS,Guacamayo-Puma-Harpia-Chorongo-Guacamayo,GUAC-03,8:08 PM,10:57 PM,"O,T",Guacamayo,279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/11/2024,7/11/2024,TBS,Guacamayo-Puma-Harpia-Chorongo-Guacamayo,PUMA-01,8:08 PM,10:57 PM,"O,T",Puma,750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/11/2024,7/11/2024,TBS,Guacamayo-Puma-Harpia-Chorongo-Guacamayo,PUMA-02,8:08 PM,10:57 PM,"O,T",Puma,388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/11/2024,7/11/2024,TBS,Guacamayo-Puma-Harpia-Chorongo-Guacamayo,HARP-05,8:08 PM,10:57 PM,"O,T",Harpia,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/11/2024,7/11/2024,TBS,Guacamayo-Puma-Harpia-Chorongo-Guacamayo,TCHO-01,8:08 PM,10:57 PM,"O,T",Chorongo,481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/10/2024,7/10/2024,TBS,Guacamayo-Danta-Lago,GUAC-01,8:07 PM,10:58 PM,"O,M",Guacamayo,230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/10/2024,7/10/2024,TBS,Guacamayo-Danta-Lago,GUAC-02,8:07 PM,10:58 PM,"O,M",Guacamayo,301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/10/2024,7/10/2024,TBS,Guacamayo-Danta-Lago,DANT-01,8:07 PM,10:58 PM,"O,M",Danta,591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/10/2024,7/10/2024,TBS,Guacamayo-Danta-Lago,LAGO-01,8:07 PM,10:58 PM,"O,M",Lago,719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/8/2024,7/8/2024,TBS,Matapalo-Murcielago-Puentes-Murcielago Pond-Matapalo-Chichico-Numa,MAPO-01,8:01 PM,10:53 PM,"O,Ethan",Matapalo,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/8/2024,7/8/2024,TBS,Matapalo-Murcielago-Puentes-Murcielago Pond-Matapalo-Chichico-Numa,MAPO-02,8:01 PM,10:53 PM,"O,Ethan",Matapalo,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/8/2024,7/8/2024,TBS,Matapalo-Murcielago-Puentes-Murcielago Pond-Matapalo-Chichico-Numa,MAPO-03,8:01 PM,10:53 PM,"O,Ethan",Matapalo,388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/8/2024,7/8/2024,TBS,Matapalo-Murcielago-Puentes-Murcielago Pond-Matapalo-Chichico-Numa,MURC-01,8:01 PM,10:53 PM,"O,Ethan",Murcielago,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/8/2024,7/8/2024,TBS,Matapalo-Murcielago-Puentes-Murcielago Pond-Matapalo-Chichico-Numa,MURC-02,8:01 PM,10:53 PM,"O,Ethan",Murcielago,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/8/2024,7/8/2024,TBS,Matapalo-Murcielago-Puentes-Murcielago Pond-Matapalo-Chichico-Numa,PUEN-01,8:01 PM,10:53 PM,"O,Ethan",Puentes,144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/8/2024,7/8/2024,TBS,Matapalo-Murcielago-Puentes-Murcielago Pond-Matapalo-Chichico-Numa,MUPO-01,8:01 PM,10:53 PM,"O,Ethan",Murcielago Pond,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/8/2024,7/8/2024,TBS,Matapalo-Murcielago-Puentes-Murcielago Pond-Matapalo-Chichico-Numa,MAPO-04,8:01 PM,10:53 PM,"O,Ethan",Matapalo,387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/8/2024,7/8/2024,TBS,Matapalo-Murcielago-Puentes-Murcielago Pond-Matapalo-Chichico-Numa,MAPO-05,8:01 PM,10:53 PM,"O,Ethan",Matapalo,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/8/2024,7/8/2024,TBS,Matapalo-Murcielago-Puentes-Murcielago Pond-Matapalo-Chichico-Numa,MAPO-06,8:01 PM,10:53 PM,"O,Ethan",Matapalo,359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/8/2024,7/8/2024,TBS,Matapalo-Murcielago-Puentes-Murcielago Pond-Matapalo-Chichico-Numa,CHIO-03,8:01 PM,10:53 PM,"O,Ethan",Chichico,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/8/2024,7/8/2024,TBS,Matapalo-Murcielago-Puentes-Murcielago Pond-Matapalo-Chichico-Numa,NUMA-01,8:01 PM,10:53 PM,"O,Ethan",Numa,290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2024,7/6/2024,YRS,Forest Plot Perimeter,FPPE-03,8:29 PM,11:28 PM,"O,A",Forest Plot Perimeter,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2024,7/6/2024,YRS,Forest Plot Perimeter,FPPE-04,8:29 PM,11:28 PM,"O,A",Forest Plot Perimeter,662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2024,7/6/2024,YRS,Forest Plot Perimeter,FPPE-05,8:29 PM,11:28 PM,"O,A",Forest Plot Perimeter,291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2024,7/6/2024,YRS,Forest Plot Perimeter,FPPE-02,8:29 PM,11:28 PM,"O,A",Forest Plot Perimeter,2520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/4/2024,7/4/2024,YRS,Chorongo-Kinkajou-Napo-Bariso-Tinamou-Botanico,KINK-01,8:12 PM,11:00 PM,"O,Sophia",Kinkajou,321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/4/2024,7/4/2024,YRS,Chorongo-Kinkajou-Napo-Bariso-Tinamou-Botanico,NAPO-04,8:12 PM,11:00 PM,"O,Sophia",Napo,220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/4/2024,7/4/2024,YRS,Chorongo-Kinkajou-Napo-Bariso-Tinamou-Botanico,BARI-02,8:12 PM,11:00 PM,"O,Sophia",Bariso,183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/4/2024,7/4/2024,YRS,Chorongo-Kinkajou-Napo-Bariso-Tinamou-Botanico,BARI-01,8:12 PM,11:00 PM,"O,Sophia",Bariso,340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/4/2024,7/4/2024,YRS,Chorongo-Kinkajou-Napo-Bariso-Tinamou-Botanico,TINA-01,8:12 PM,11:00 PM,"O,Sophia",Tinamou,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/4/2024,7/4/2024,YRS,Chorongo-Kinkajou-Napo-Bariso-Tinamou-Botanico,BOTA-01,8:12 PM,11:00 PM,"O,Sophia",Botanico,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/3/2024,7/3/2024,YRS,Ceiba-Peru,CEIB-01,8:11 PM,11:07 PM,"O,M",Ceiba,490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/3/2024,7/3/2024,YRS,Ceiba-Peru,PERU-02,8:11 PM,11:07 PM,"O,M",Peru,738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/3/2024,7/3/2024,YRS,Ceiba-Peru,PERU-03,8:11 PM,11:07 PM,"O,M",Peru,175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/3/2024,7/3/2024,YRS,Ceiba-Peru,PERU-04,8:11 PM,11:07 PM,"O,M",Peru,259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/3/2024,7/3/2024,YRS,Ceiba-Peru,PERU-05,8:11 PM,11:07 PM,"O,M",Peru,301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/2/2024,7/2/2024,YRS,Forest Plot Perimeter,FPPE-03,8:00 PM,11:11 PM,"O,T",Forest Plot Perimeter,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/2/2024,7/2/2024,YRS,Forest Plot Perimeter,FPPE-04,8:00 PM,11:11 PM,"O,T",Forest Plot Perimeter,662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/2/2024,7/2/2024,YRS,Forest Plot Perimeter,FPPE-05,8:00 PM,11:11 PM,"O,T",Forest Plot Perimeter,291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/2/2024,7/2/2024,YRS,Forest Plot Perimeter,FPPE-02,8:00 PM,11:11 PM,"O,T",Forest Plot Perimeter,2520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/29/2024,6/29/2024,YRS,Gawape-Chorongo-Kinkajou-Napo-Tucan-Garza,GAWA-01,8:04 PM,11:19 PM,"O,M,Dimitri",Gawape,272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/29/2024,6/29/2024,YRS,Gawape-Chorongo-Kinkajou-Napo-Tucan-Garza,GAWA-03,8:04 PM,11:19 PM,"O,M,Dimitri",Gawape,692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/29/2024,6/29/2024,YRS,Gawape-Chorongo-Kinkajou-Napo-Tucan-Garza,YCHO-02,8:04 PM,11:19 PM,"O,M,Dimitri",Chorongo,691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/29/2024,6/29/2024,YRS,Gawape-Chorongo-Kinkajou-Napo-Tucan-Garza,KINK-01,8:04 PM,11:19 PM,"O,M,Dimitri",Kinkajou,321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
